template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-3F328ACE,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Social Interaction,Language Exchange,Find a language buddy and practice speaking with them every day. Boost your confidence and make new friends.,भाषा के दोस्त खोजें और हर दिन बोलते समय के अभ्यास करें। अपनी आत्मविश्वास को बढ़ाएं और नए दोस्त बनाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9CF6580F,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You're just 1 day away from a 7-day streak! Keep your momentum going and unlock exclusive rewards.,आपके पास अभी भी एक 7 दिनों की ट्रेंड लाइन है! अपनी गति बनाए रखें और विशेष पुरस्कारों को सुरक्षित करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-63CFC7FA,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 2: Accomplishment,Personalization,Personalized Feedback,Your progress is being tracked! Get personalized feedback to improve your speaking skills and reach your goal faster.,आपकी प्रगति ट्रैक की जा रही है! व्यक्तिगत फीडबैक प्राप्त करें और अपने स्पीकरिंग कौशल को तेज करें और अपने लक्ष्य को जल्दी हासिल करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8F0895A1,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 2: Accomplishment,Scarcity,Limited Time Offer,Don't miss out! Our limited time offer for new habit formers ends soon. Join now and get a free bonus lesson.,नहीं छोड़ दें! हमारे नए आदत बनाने वालों के लिए सीमित समय की ऑफर जल्द ही समाप्त हो जाएगी। अब जुड़ें और एक मुफ्त बोनस लesson प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-187EBB9F,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 2: Accomplishment,Curiosity,New Content,What's new in the world of English? Explore our latest content and discover new ways to improve your speaking skills.,अंग्रेजी के नए दुनिया में क्या हुआ? हमारे नवीनतम सामग्री का अन्वेषण करें और अपने स्पीकरिंग कौशल को बेहतर बनाने के नए तरीके खोजें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1E09C2D6,S4,inactive,Habit formation → retention • compelling return value proposition,Core Drive 2: Accomplishment,Sense of Accomplishment,Daily Streak,You've reached a new milestone! Keep your streak going and celebrate your progress with our exclusive rewards.,आपके पास एक नया मील का पत्थर है! अपनी ट्रेंड लाइन बनाए रखें और अपनी प्रगति पर गर्व करें और हमारे विशेष पुरस्कारों का आनंद लें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8DD39F5A,S5,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You're on a roll! You've reached 10 consecutive days of speaking practice. Keep it up!,आपकी प्रगति देखकर हम खुश हैं! आप 10 से अधिक दिनों तक बोलने की प्रथा बनाए रखें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-80B9B151,S5,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 2: Accomplishment,Gamification,Badges,Get your next badge! Complete 5 speaking minutes today and unlock a new achievement.,अगले बैज की प्राप्ति के लिए अपने अगले 5 मिनट बोलने का प्रयास करें और एक नए उपलब्धि को सक्षम करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-CFBC04E5,S5,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 2: Accomplishment,Personalization,Personalized Feedback,Your speaking skills are improving! Get personalized feedback on your last session.,आपकी बोलने की कौशल में सुधार हो रहा है! अपने आखिरी सत्र के लिए व्यक्तिगत फीडबैक प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D0D65650,S5,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 2: Accomplishment,Scarcity,Limited Time Offer,Limited time offer! Complete 10 speaking minutes today and get a 10% discount on your subscription.,सीमित समय की ऑफर! अपने अगले 10 मिनट बोलने का प्रयास करें और आपकी सदस्यता पर 10% की छूट प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BD88BE34,S5,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 2: Accomplishment,Curiosity,New Content,New content alert! Explore our latest speaking lessons and take your practice to the next level.,नया सामग्री की सूचना! हमारे नवीनतम बोलने की प्रशिक्षण सत्रों को खोजें और अपनी प्रथा को अगले स्तर तक लाएं.,20.0,50.0,GOOD,Champion (Scale This),True,2.0,100.0
TPL-91ACB69A,S5,paid,Engagement → MCC • deepening engagement & retention,Core Drive 2: Accomplishment,Social proof,Daily Streak,You're on a roll! You've reached a new daily streak of 7 days. Keep it up!,आपकी दिनचर्या में सुधार देखा गया है! आप अब 7वें दिन तक लगातार बातचीत कर रहे हैं। इसे बनाए रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-322958C5,S5,paid,Engagement → MCC • deepening engagement & retention,Core Drive 2: Accomplishment,Personalization,Personalized Learning Paths,Your progress is being tracked! You've completed 3 out of 5 lessons on your personalized learning path. Keep going!,आपकी प्रगति ट्रैक की जा रही है! आप अपने व्यक्तिगत सीखने के मार्ग में 3 से 5 विषयों को पूरा कर चुके हैं। आगे बढ़ें!,,,UNTESTED,No Data Yet,True,1.0,1.0
